name,terminology,code,term,code_type,RecordDate
Corticosteroid,SNOMED,325456002,Product containing precisely prednisone 20 milligram/1 each conventional release oral tablet (clinical drug),1,20210708
Corticosteroid,SNOMED,374072009,Product containing precisely prednisone 50 milligram/1 each conventional release oral tablet (clinical drug),1,20210708
Corticosteroid,SNOMED,11835611000001107,Clipper 5mg gastro-resistant modified-release tablets (Trinity-Chiesi Pharmaceuticals Ltd) (product),1,20210708
Corticosteroid,SNOMED,11835711000001103,Clipper 5mg gastro-resistant modified-release tablets (Trinity-Chiesi Pharmaceuticals Ltd) 30 tablet (product),1,20210708
Corticosteroid,SNOMED,11835611000001107,Clipper 5mg gastro-resistant modified-release tablets (Trinity-Chiesi Pharmaceuticals Ltd) (product),1,20210708
Corticosteroid,SNOMED,11835711000001103,Clipper 5mg gastro-resistant modified-release tablets (Trinity-Chiesi Pharmaceuticals Ltd) 30 tablet (product),1,20210708
Corticosteroid,SNOMED,11880411000001100,beclometasone gastro-resistant modified release tablets 5mg,1,20210708
Corticosteroid,SNOMED,3804311000001103,Betnelan 500microgram tablets (Celltech Pharmaceuticals Ltd) (product),1,20210708
Corticosteroid,SNOMED,9223501000001105,Betnelan (product),1,20210708
Corticosteroid,SNOMED,3804411000001105,Betnelan 500microgram tablets (Celltech Pharmaceuticals Ltd) 100 tablet (product),1,20210708
Corticosteroid,SNOMED,9228101000001105,Budenofalk (product),1,20210708
Corticosteroid,SNOMED,3807811000001103,Budenofalk 3mg gastro-resistant capsules (Dr Falk Pharma UK Ltd) (product),1,20210708
Corticosteroid,SNOMED,16349011000001102,Budenofalk 3mg gastro-resistant capsules (Mawdsley-Brooks & Company Ltd) (product),1,20210708
Corticosteroid,SNOMED,16349111000001101,Budenofalk 3mg gastro-resistant capsules (Mawdsley-Brooks & Company Ltd) 100 capsule (product),1,20210708
Corticosteroid,SNOMED,3808011000001105,Budenofalk 3mg gastro-resistant capsules (Dr Falk Pharma UK Ltd) 100 capsule 10 x 10 capsules (product),1,20210708
Corticosteroid,SNOMED,19738311000001103,Budenofalk 9mg gastro-resistant granules sachets (Dr. Falk Pharma UK Ltd) (product),1,20210708
Corticosteroid,SNOMED,19738511000001109,Budenofalk 9mg gastro-resistant granules sachets (Dr. Falk Pharma UK Ltd) 60 sachet (product),1,20210708
Corticosteroid,SNOMED,9276901000001105,Entocort CR (product),1,20210708
Corticosteroid,SNOMED,37889411000001101,Entocort CR 3mg capsules (CST Pharma Ltd) (product),1,20210708
Corticosteroid,SNOMED,13871611000001102,Entocort CR 3mg capsules (Doncaster Pharmaceuticals Ltd) (product),1,20210708
Corticosteroid,SNOMED,13160111000001102,Entocort CR 3mg capsules (Dowelhurst Ltd) (product),1,20210708
Corticosteroid,SNOMED,19963611000001100,Entocort CR 3mg capsules (Lexon (UK) Ltd) (product),1,20210708
Corticosteroid,SNOMED,5363111000001107,Entocort CR 3mg capsules (PI) (Waymade Ltd) (product),1,20210708
Corticosteroid,SNOMED,3765811000001105,Entocort CR 3mg capsules (Tillotts Pharma UK Ltd) (product),1,20210708
Corticosteroid,SNOMED,108622005,Product containing budesonide (medicinal product),1,20210708
Corticosteroid,SNOMED,35912611000001102,Budesonide 3mg gastro-resistant modified-release capsules (product),1,20210708
Corticosteroid,SNOMED,3654611000001109,Budesonide 500micrograms/ml nebuliser liquid 2ml unit dose vials (product),1,20210708
Corticosteroid,SNOMED,19743911000001108,Budesonide 9mg gastro-resistant granules sachets (product),1,20210708
Corticosteroid,SNOMED,29094911000001100,Budesonide 9mg modified-release tablets (product),1,20210708
Corticosteroid,SNOMED,356117009,Product containing budesonide in oral dose form (medicinal product form),1,20210708
Corticosteroid,SNOMED,3669611000001101,Cortisone 25mg tablets (A A H Pharmaceuticals Ltd) (product),1,20210708
Corticosteroid,SNOMED,3670511000001103,Cortisone 25mg tablets (Unichem Plc) (product),1,20210708
Corticosteroid,SNOMED,20093711000001103,Cortisone 25mg tablets (Special Order) (product),1,20210708
Corticosteroid,SNOMED,325349009 ,Product containing precisely cortisone acetate 25 milligram/1 each conventional release oral tablet (clinical drug),1,20210708
Corticosteroid,SNOMED,376711001,Product containing precisely cortisone acetate 5 milligram/1 each conventional release oral tablet (clinical drug),1,20210708
Corticosteroid,SNOMED,768270009,Product containing cortisone in oral dose form (medicinal product form),1,20210708
Corticosteroid,SNOMED,16602005,Product containing hydrocortisone (medicinal product),1,20210708
Corticosteroid,SNOMED,373982003,Hydrocortisone 5 mg oral tablet,1,20210708
Corticosteroid,SNOMED,325374007,Hydrocortisone 20 mg oral tablet,1,20210708
Corticosteroid,SNOMED,13614511000001104,Hydrocortisone 20mg tablets (A A H Pharmaceuticals Ltd) (product),1,20210708
Corticosteroid,SNOMED,17974111000001109,Hydrocortisone 20mg tablets (Almus Pharmaceuticals Ltd) (product),1,20210708
Corticosteroid,SNOMED,13661911000001107,Hydrocortisone 20mg tablets (Auden McKenzie (Pharma Division) Ltd) (product),1,20210708
Corticosteroid,SNOMED,34616411000001107,Hydrocortisone 20mg tablets (Bristol Laboratories Ltd) (product),1,20210708
Corticosteroid,SNOMED,24154311000001104,Hydrocortisone 20mg tablets (DE Pharmaceuticals) (product),1,20210708
Corticosteroid,SNOMED,35109111000001100,Hydrocortisone 20mg tablets (Flynn Pharma Ltd) (product),1,20210708
Corticosteroid,SNOMED,34702511000001102,Hydrocortisone 20mg tablets (Focus Pharmaceuticals Ltd) (product),1,20210708
Corticosteroid,SNOMED,34958011000001107,Hydrocortisone 20mg tablets (Genesis Pharmaceuticals Ltd) (product),1,20210708
Corticosteroid,SNOMED,32407611000001101,Hydrocortisone 20mg tablets (Kent Pharmaceuticals Ltd) (product),1,20210708
Corticosteroid,SNOMED,37089411000001100,Hydrocortisone 20mg tablets (Mawdsley-Brooks & Company Ltd) (product),1,20210708
Corticosteroid,SNOMED,38946311000001105,Hydrocortisone 20mg tablets (Medihealth (Northern) Ltd) (product),1,20210708
Corticosteroid,SNOMED,38063711000001102,Hydrocortisone 20mg tablets (NorthStar Healthcare Unlimited Company) (product),1,20210708
Corticosteroid,SNOMED,17930411000001108,Hydrocortisone 20mg tablets (Phoenix Healthcare Distribution Ltd) (product),1,20210708
Corticosteroid,SNOMED,36508611000001108,Hydrocortisone 20mg tablets (Resolution Chemicals Ltd) (product),1,20210708
Corticosteroid,SNOMED,15092911000001100,Hydrocortisone 20mg tablets (Sigma Pharmaceuticals Plc) (product),1,20210708
Corticosteroid,SNOMED,29837011000001103,Hydrocortisone 20mg tablets (Sovereign Medical Ltd) (product),1,20210708
Corticosteroid,SNOMED,18394311000001100,Hydrocortisone 20mg tablets (Teva UK Ltd) (product),1,20210708
Corticosteroid,SNOMED,13807011000001108,Hydrocortisone 20mg tablets (UniChem Ltd) (product),1,20210708
Corticosteroid,SNOMED,22044611000001109,Hydrocortisone 20mg tablets (Waymade Healthcare Plc) (product),1,20210708
Corticosteroid,SNOMED,706611000001109,Hydrocortone 20mg tablets (Merck Sharp & Dohme Ltd) (product),1,20210708
Corticosteroid,SNOMED,36917511000001101,Hydventia 20mg tablets (OcXia) (product),1,20210708
Corticosteroid,SNOMED,325373001,Product containing precisely hydrocortisone 10 milligram/1 each conventional release oral tablet (clinical drug),1,20210708
Corticosteroid,SNOMED,13614311000001105,Hydrocortisone 10mg tablets (A A H Pharmaceuticals Ltd) (product),1,20210708
Corticosteroid,SNOMED,32711611000001102,Hydrocortisone 10mg tablets (Alissa Healthcare Research Ltd) (product),1,20210708
Corticosteroid,SNOMED,17973911000001105,Hydrocortisone 10mg tablets (Almus Pharmaceuticals Ltd) (product),1,20210708
Corticosteroid,SNOMED,33423211000001105,Hydrocortisone 10mg tablets (AMCo) (product),1,20210708
Corticosteroid,SNOMED,13661711000001105,Hydrocortisone 10mg tablets (Auden McKenzie (Pharma Division) Ltd) (product),1,20210708
Corticosteroid,SNOMED,34616211000001108,Hydrocortisone 10mg tablets (Bristol Laboratories Ltd) (product),1,20210708
Corticosteroid,SNOMED,24154111000001101,Hydrocortisone 10mg tablets (DE Pharmaceuticals) (product),1,20210708
Corticosteroid,SNOMED,18580411000001102,Hydrocortisone 10mg tablets (Doncaster Pharmaceuticals Ltd) (product),1,20210708
Corticosteroid,SNOMED,35108911000001105,Hydrocortisone 10mg tablets (Flynn Pharma Ltd) (product),1,20210708
Corticosteroid,SNOMED,34957811000001100,Hydrocortisone 10mg tablets (Genesis Pharmaceuticals Ltd) (product),1,20210708
Corticosteroid,SNOMED,37126311000001101,Hydrocortisone 10mg tablets (Mawdsley-Brooks & Company Ltd) (product),1,20210708
Corticosteroid,SNOMED,38946111000001108,Hydrocortisone 10mg tablets (Medihealth (Northern) Ltd) (product),1,20210708
Corticosteroid,SNOMED,38070711000001101,Hydrocortisone 10mg tablets (Mibe Pharma UK Ltd) (product),1,20210708
Corticosteroid,SNOMED,37494211000001109,Hydrocortisone 10mg tablets (NorthStar Healthcare Unlimited Company) (product),1,20210708
Corticosteroid,SNOMED,17930211000001109,Hydrocortisone 10mg tablets (Phoenix Healthcare Distribution Ltd) (product),1,20210708
Corticosteroid,SNOMED,16504111000001108,Hydrocortisone 10mg tablets (PI) (Mawdsley-Brooks & Company Ltd) (product),1,20210708
Corticosteroid,SNOMED,17559811000001109,Hydrocortisone 10mg tablets (PI) (Sigma Pharmaceuticals Plc) (product),1,20210708
Corticosteroid,SNOMED,36508411000001105,Hydrocortisone 10mg tablets (Resolution Chemicals Ltd) (product),1,20210708
Corticosteroid,SNOMED,15092711000001102,Hydrocortisone 10mg tablets (Sigma Pharmaceuticals Plc) (product),1,20210708
Corticosteroid,SNOMED,18392311000001107,Hydrocortisone 10mg tablets (Teva UK Ltd) (product),1,20210708
Corticosteroid,SNOMED,13806811000001104,Hydrocortisone 10mg tablets (UniChem Ltd) (product),1,20210708
Corticosteroid,SNOMED,22044411000001106,Hydrocortisone 10mg tablets (Waymade Healthcare Plc) (product),1,20210708
Corticosteroid,SNOMED,197211000001101,Hydrocortone 10mg tablets (Merck Sharp & Dohme Ltd) (product),1,20210708
Corticosteroid,SNOMED,36917711000001106,Hydventia 10mg tablets (OcXia) (product),1,20210708
Corticosteroid,SNOMED,28422811000001103,Hydrocortisone 5mg/5ml oral solution (product),1,20210708
Corticosteroid,SNOMED,12555511000001106,Hydrocortisone 6mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12540711000001109,Hydrocortisone 1mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12541011000001103,Hydrocortisone 2mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,785096006,Product containing precisely hydrocortisone 2 milligram/1 milliliter conventional release oral suspension (clinical drug),1,20210708
Corticosteroid,SNOMED,8581611000001105,Hydrocortisone 5mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12554911000001103,Hydrocortisone 3mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12555111000001102,Hydrocortisone 4mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12563811000001104,Hydrocortisone 7mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12554811000001108,Hydrocortisone 30mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12563711000001107,Hydrocortisone 75mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,8581411000001107,Hydrocortisone 20mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,8581511000001106,Hydrocortisone 25mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12540611000001100,Hydrocortisone 18mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12555211000001108,Hydrocortisone 50mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,8581111000001102,Hydrocortisone 10mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,8581311000001100,Hydrocortisone 2.5mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12540311000001105,Hydrocortisone 1.5mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12563611000001103,Hydrocortisone 7.5mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12540411000001103,Hydrocortisone 100mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12540811000001101,Hydrocortisone 2.6mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12554611000001109,Hydrocortisone 3.6mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12555411000001107,Hydrocortisone 6.25mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12555011000001103,Hydrocortisone 4.25mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12554711000001100,Hydrocortisone 3.75mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,8581211000001108,Hydrocortisone 12.5mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,28418611000001106,Hydrocortisone 5mg/5ml oral solution 1 ml,1,20210708
Corticosteroid,SNOMED,12540511000001104,Hydrocortisone 13.95mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12529811000001108,Hydrocortisone 1mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12558311000001109,Hydrocortisone 7mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,8531711000001108,Hydrocortisone 5mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12552711000001105,Hydrocortisone 4mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12552111000001109,Hydrocortisone 3mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12530911000001107,Hydrocortisone 2mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12553911000001100,Hydrocortisone 6mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12551811000001106,Hydrocortisone 30mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12529511000001105,Hydrocortisone 18mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,8531011000001106,Hydrocortisone 25mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12553311000001101,Hydrocortisone 50mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,8532011000001103,Hydrocortisone 10mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,8533011000001107,Hydrocortisone 20mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12555911000001104,Hydrocortisone 75mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12551211000001105,Hydrocortisone 3.6mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12528411000001103,Hydrocortisone 1.5mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12563611000001103,Hydrocortisone 7.5mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12540411000001103,Hydrocortisone 100mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12540811000001101,Hydrocortisone 2.6mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12554611000001109,Hydrocortisone 3.6mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12555411000001107,Hydrocortisone 6.25mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12555011000001103,Hydrocortisone 4.25mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12554711000001100,Hydrocortisone 3.75mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,8581211000001108,Hydrocortisone 12.5mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,28418611000001106,Hydrocortisone 5mg/5ml oral solution 1 ml,1,20210708
Corticosteroid,SNOMED,12540511000001104,Hydrocortisone 13.95mg/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12529811000001108,Hydrocortisone 1mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12558311000001109,Hydrocortisone 7mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,8531711000001108,Hydrocortisone 5mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12552711000001105,Hydrocortisone 4mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12552111000001109,Hydrocortisone 3mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12530911000001107,Hydrocortisone 2mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12553911000001100,Hydrocortisone 6mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12551811000001106,Hydrocortisone 30mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12529511000001105,Hydrocortisone 18mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,8531011000001106,Hydrocortisone 25mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12553311000001101,Hydrocortisone 50mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,8532011000001103,Hydrocortisone 10mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,8533011000001107,Hydrocortisone 20mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12555911000001104,Hydrocortisone 75mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12551211000001105,Hydrocortisone 3.6mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12528411000001103,Hydrocortisone 1.5mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,8532211000001108,Hydrocortisone 2.5mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,21315711000001109,Hydrocortisone 5mg/5ml oral suspension 100 ml,1,20210708
Corticosteroid,SNOMED,12528711000001109,Hydrocortisone 100mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12555611000001105,Hydrocortisone 7.5mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12530111000001109,Hydrocortisone 2.6mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,21390311000001104,Hydrocortisone 10mg/5ml oral suspension 100 ml,1,20210708
Corticosteroid,SNOMED,12553611000001106,Hydrocortisone 6.25mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,28422811000001103,Hydrocortisone 5mg/5ml oral solution (product),1,20210708
Corticosteroid,SNOMED,12551511000001108,Hydrocortisone 3.75mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,8533311000001105,Hydrocortisone 12.5mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12552411000001104,Hydrocortisone 4.25mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12529211000001107,Hydrocortisone 13.95mg/5ml oral suspension 1 ml,1,20210708
Corticosteroid,SNOMED,12563911000001109,Hydrocortisone 85micrograms/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12555311000001100,Hydrocortisone 50micrograms/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12554911000001103,Hydrocortisone 3mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12540911000001106,Hydrocortisone 250micrograms/5ml oral suspension,1,20210708
Corticosteroid,SNOMED,12540711000001109,Hydrocortisone 1mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,8581611000001105,Hydrocortisone 5mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12555111000001102,Hydrocortisone 4mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12541011000001103,Hydrocortisone 2mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12563811000001104,Hydrocortisone 7mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12555511000001106,Hydrocortisone 6mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12540611000001100,Hydrocortisone 18mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12563711000001107,Hydrocortisone 75mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,8581111000001102,Hydrocortisone 10mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12555211000001108,Hydrocortisone 50mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,20093511000001108,Hydrocortisone 5mg/5ml oral suspension sugar free (product),1,20210708
Corticosteroid,SNOMED,8581511000001106,Hydrocortisone 25mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12554811000001108,Hydrocortisone 30mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,8581411000001107,Hydrocortisone 20mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12540811000001101,Hydrocortisone 2.6mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12563611000001103,Hydrocortisone 7.5mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,8581311000001100,Hydrocortisone 2.5mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12554611000001109,Hydrocortisone 3.6mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12540311000001105,Hydrocortisone 1.5mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12540411000001103,Hydrocortisone 100mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12555011000001103,Hydrocortisone 4.25mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,350448001,Product containing hydrocortisone in oral dose form (medicinal product form),1,20210708
Corticosteroid,SNOMED,8581211000001108,Hydrocortisone 12.5mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12554711000001100,Hydrocortisone 3.75mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12555411000001107,Hydrocortisone 6.25mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,28418611000001106,Hydrocortisone 5mg/5ml oral solution 1 ml (product),1,20210708
Corticosteroid,SNOMED,28418711000001102,Hydrocortisone 5mg/5ml oral solution (Special Order) (product),1,20210708
Corticosteroid,SNOMED,12540511000001104,Hydrocortisone 13.95mg/5ml oral suspension (product),1,20210708
Corticosteroid,SNOMED,12558611000001104,Hydrocortisone 85micrograms/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12553011000001104,Hydrocortisone 50micrograms/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12553911000001100,Hydrocortisone 6mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12552711000001105,Hydrocortisone 4mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12529811000001108,Hydrocortisone 1mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12530911000001107,Hydrocortisone 2mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12552111000001109,Hydrocortisone 3mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,8531711000001108,Hydrocortisone 5mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12558311000001109,Hydrocortisone 7mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12530411000001104,Hydrocortisone 250micrograms/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,8532011000001103,Hydrocortisone 10mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12551811000001106,Hydrocortisone 30mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,20092111000001105,Hydrocortisone 5mg/5ml oral suspension sugar free 1 ml (product),1,20210708
Corticosteroid,SNOMED,8531011000001106,Hydrocortisone 25mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12529511000001105,Hydrocortisone 18mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12553311000001101,Hydrocortisone 50mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12555911000001104,Hydrocortisone 75mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,8533011000001107,Hydrocortisone 20mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,8532211000001108,Hydrocortisone 2.5mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,21315711000001109,Hydrocortisone 5mg/5ml oral suspension 100 ml (product),1,20210708
Corticosteroid,SNOMED,12528411000001103,Hydrocortisone 1.5mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12528711000001109,Hydrocortisone 100mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12551211000001105,Hydrocortisone 3.6mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12555611000001105,Hydrocortisone 7.5mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,12530111000001109,Hydrocortisone 2.6mg/5ml oral suspension 1 ml (product),1,20210708
Corticosteroid,SNOMED,20092211000001104,Hydrocortisone 5mg/5ml oral suspension sugar free 100 ml (product),1,20210708
Corticosteroid,SNOMED,21390311000001104,Hydrocortisone 10mg/5ml oral suspension 100 ml (product),1,20210708
Corticosteroid,SNOMED,12553611000001106,Hydrocortisone 6.25mg/5ml oral suspension 1 ml (product),1,20210708
